question_id,question_type,question_title,question_body,tags,answer_posts
1525385,3,NoInitialContextException error,"['NoInitialContextException error', 'I am writing a client for my EJB and when trying to execute it, I get the following exception :', 'javax.naming.NoInitialContextException:', '  Need to specify class name in', '  environment or system property, or as', '  an applet parameter, or in an', '  application resource file.', ""I just can't understand what the problem is.""]","['java', 'java-ee', 'jndi']","[1525465, 1986022, 1989115, 3460025]"
982677,2,Command to collapse all sections of code?,"['Command to collapse all sections of code?', 'In Visual Studio (2008) is there a command to collapse/expand all the sections of code in a file?']","['visual-studio-2008', 'visual-studio']","[982701, 982704, 1437842, 2225461, 982714, 742342]"
4083351,1,What does jQuery.fn mean?,"['What does jQuery.fn mean?', ""What does the 'fn' here mean?"", '<code>window.jQuery.fn.jquery</code>']","['javascript', 'jquery']","[4083360, 4083362]"
2967194,1,open() in Python does not create a file if it doesn't exist,"[""open() in Python does not create a file if it doesn't exist"", 'What is the best way to open a file as read/write if it exists, or if it does not, then create it and open it as read/write?', ""From what I read, <code>file = open('myfile.dat', 'rw')</code> should do this, right?"", ""It is not working for me (Python 2.6.2) and I'm wondering if it is a version problem, or not supposed to work like that or what."", 'The bottom line is, I just need a solution for the problem.', 'I am curious about the other stuff, but all I need is a nice way to do the opening part.', ""UPDATE: the enclosing directory was writeable by user and group, not other (I'm on a Linux system... so permissions 775 in other words), and the exact error was:"", 'IOError: no such file or directory.']","['python', 'linux', 'file-io', 'file-permissions']","[2967235, 2967244, 2967249, 2967291, 2967395]"
71323,2,How to replace a character by a newline in Vim?,"['How to replace a character by a newline in Vim?', ""I'm trying to replace each <code>,</code> in the current file by a new line:"", '<code>:%s/,/\\n/g </code>', 'But it inserts what looks like a <code>^@</code> instead of an actual newline.', 'The file is not in DOS mode or anything.', 'What should I do?', 'If you are curious, like me, check the question <em>Why is \\r a newline for Vim?</em> as well.']","['vim', 'replace', 'escaping', 'newline', 'vi']","[71334, 71342, 2082624, 1471933, 136915]"
2428572,2,How do I escape a single quote?,"['How do I escape a single quote?', ""How can I escape a <code>'</code> (single quote) in JavaScript?"", ""This is where I'm trying to use it:"", ""<code>&lt;input type='text' id='abc' value='hel'lo'&gt;</code>"", 'The result for the above code is ""hel"" populated in the text box.', ""I tried to replace ' with \\', but this what I'm getting."", ""<code>&lt;input type='text' id='abc' value='hel\\'lo'&gt;</code>"", 'The result for the above code is ""hel\\"" populated in the text box.', 'How can I successfully escape the single quotes?']","['html', 'escaping']","[2428587, 2428590, 2428594, 2428595, 2718113, 2428601]"
3036829,2,"How do I create a message box with ""Yes"", ""No"" choices and a DialogResult?","['How do I create a message box with ""Yes"", ""No"" choices and a DialogResult?', 'I want to make simple Yes/No choiced MessageBox, but I think it is nonsense to design a form for that.', 'I thought I could use MessageBox, add buttons, etc.', 'to accomplish this.', 'It is simple, but since there is no DialogResult returned, how do I retrieve the result?']","['c#', 'winforms', 'dialogresult']","[3036848, 3036853, 3036880]"
38561,1,What is the argument for printf that formats a long?,"['What is the argument for printf that formats a long?', 'The <code>printf</code> function takes an argument type, such as <code>%d</code> or <code>%i</code> for a <code>signed int</code>.', ""However, I don't see anything for a <code>long</code> value.""]","['c', 'printf', 'long-integer']","[2846107, 38570, 38607, 40354]"
100003,1,What are metaclasses in Python?,"['What are metaclasses in Python?', 'What are metaclasses and what do we use them for?']","['python', 'oop', 'metaclass', 'python-datamodel']","[100037, 100059, 100091, 100146]"
2932392,2,Java how to replace 2 or more spaces with single space in string and delete leading and trailing spaces,"['Java how to replace 2 or more spaces with single space in string and delete leading and trailing spaces', 'Looking for quick, simple way in Java to change this string', '<code>"" hello     there   ""</code>', 'to something that looks like this', '<code>""hello there""</code>', 'where I replace all those multiple spaces with a single space, except I also want the one or more spaces at the beginning of string to be gone.', 'Something like this gets me partly there', '<code>String mytext = "" hello     there   "";mytext = mytext.replaceAll(""( )+"", "" "");</code>', 'but not quite.']","['java', 'regex', 'string', 'replace']","[2932418, 2932427, 2932430, 2932439]"
1955505,2,Parsing JSON with Unix tools,"['Parsing JSON with Unix tools', ""I'm trying to parse JSON returned from a curl request, like so:"", '<code>curl \'http://twitter.com/users/username.json\' |    sed -e \'s/[{}]/\'\'/g\' |     awk -v k=""text"" \'{n=split($0,a,"",""); for (i=1; i&lt;=n; i++) print a[i]}\'</code>', 'The above splits the JSON into fields, for example:', '<code>% ...""geo_enabled"":false""friends_count"":245""profile_text_color"":""000000""""status"":""in_reply_to_screen_name"":null""source"":""web""""truncated"":false""text"":""My status""""favorited"":false% ...</code>', 'How do I print a specific field (denoted by the <code>-v k=text</code>)?']","['json', 'bash', 'parsing']","[1955555, 1955668, 1956034, 1956038]"
1175217,3,SQL Server IF NOT EXISTS Usage?,"['SQL Server IF NOT EXISTS Usage?', 'Ok, so my schema is this:', 'Table: Timesheet_Hours', 'Columns:', '<li>Timesheet_Id (PK, int)', '<li>Staff_Id (int)', '<li>BookedHours (int)', '<li>Posted_Flag (boolean)', 'This is an extremely simplified version of the table, but it will serve for the purposes of this explaination.', 'Assume that a person can only ever have one timesheet record.', ""What I'm trying to do is add records to another table, called WorkLog."", 'Each record here has a time associated with it.', 'When that table is updated, I want to update Timesheet_Hours as well.', ""Before I update Timesheet_Hours, I want to check first that the relevant Timesheets haven't already been posted, and then I want to check if there is in fact a record to update in the first place."", ""The first part of the if statement, which checks to see that the timesheets haven't already been posted, works fine."", 'The problem is the second part.', 'It is checkint to see that the record it is going to update already exists.', 'The issue is that it always raises an error.', 'NB: The code below is extracted from a stored procedure run by the update, insert and delete triggers on the WorkLog table.', '@PersonID is one of the parameters to that table.', 'The stored procedure works fine if I comment out the second part of this statement.', ""<code>IF EXISTS    (    SELECT 1    FROM Timesheet_Hours    WHERE Posted_Flag = 1    AND Staff_Id = @PersonID    )    BEGIN        RAISERROR('Timesheets have already been posted!"", ""', 16, 1)        ROLLBACK TRAN    ENDELSE    IF NOT EXISTS        (        SELECT 1        FROM Timesheet_Hours        WHERE Staff_Id = @PersonID        )        BEGIN            RAISERROR('Default list has not been loaded!"", ""', 16, 1)            ROLLBACK TRAN        END</code>""]","['sql', 'sql-server', 'stored-procedures']",[1175307]
2342579,2,HTTP status code for update and delete?,"['HTTP status code for update and delete?', 'What status code should I set for <code>UPDATE</code> (<code>PUT</code>) and <code>DELETE</code> (e.g.', 'product successfully updated)?']","['http', 'http-status-codes']","[2342589, 149544, 2342631]"
816820,2,use space as a delimiter with cut command,"['use space as a delimiter with cut command', 'I want to use space as a delimiter with the <code>cut</code> command.', 'What syntax can I use for this?']","['bash', 'unix', 'cut']","[816824, 817963]"
2150078,2,How to check visibility of software keyboard in Android?,"['How to check visibility of software keyboard in Android?', 'I need to do a very simple thing - find out if the software keyboard is shown.', 'Is this possible in Android?']","['android', 'visibility', 'android-softkeyboard']",[2151269]
605891,2,Sort a single String in Java,"['Sort a single String in Java', 'Is there a native way to sort a String by its contents in java?', 'E.g.', '<code>String s = ""edcba""  -&gt;  ""abcde""</code>']","['java', 'string', 'sorting']","[605901, 605902, 605912]"
2422468,2,How to upload files to server using JSP/Servlet?,"['How to upload files to server using JSP/Servlet?', 'How can I upload files to server using JSP/Servlet?', 'I tried this:', 'However, I only get the file name, not the file content.', 'When I add  <code>enctype=""multipart/form-data""</code> to the <code>&lt;form&gt;</code>, then <code>request.getParameter()</code> returns <code>null</code>.', 'During research I stumbled upon Apache Common FileUpload.', 'I tried this:', 'Unfortunately, the servlet threw an exception without a clear message and cause.', 'Here is the stacktrace:']","['java', 'jsp', 'java-ee', 'servlets', 'file-upload']",[2424824]
34510,1,What is a race condition?,"['What is a race condition?', 'When writing multi-threaded applications, one of the most common problems experienced are race conditions.', 'My questions to the community are:', 'What is a race condition?', 'How do you detect them?', 'How do you handle them?', 'Finally, how do you prevent them from occurring?']","['multithreading', 'concurrency', 'terminology', 'race-condition']","[34537, 34550, 34562, 34578, 34621, 34745]"
214741,1,What is a StackOverflowError?,"['What is a StackOverflowError?', 'What is a <code>StackOverflowError</code>, what causes it, and how should I deal with them?']","['java', 'exception-handling', 'stack-overflow']","[214743, 214745, 214756, 307200, 1946970, 214839]"
163542,2,Python - How do I pass a string into subprocess.Popen (using the stdin argument)?,"['Python - How do I pass a string into subprocess.Popen (using the stdin argument)?', 'If I do the following:', ""<code>import subprocessfrom cStringIO import StringIOsubprocess.Popen(['grep','f'],stdout=subprocess.PIPE,stdin=StringIO('one\\ntwo\\nthree\\nfour\\nfive\\nsix\\n')).communicate()[0]</code>"", 'I get:', '<code>Traceback (most recent call last):  File ""&lt;stdin&gt;"", line 1, in ?', 'File ""/build/toolchain/mac32/python-2.4.3/lib/python2.4/subprocess.py"", line 533, in __init__    (p2cread, p2cwrite,  File ""/build/toolchain/mac32/python-2.4.3/lib/python2.4/subprocess.py"", line 830, in _get_handles    p2cread = stdin.fileno()AttributeError: \'cStringIO.StringI\' object has no attribute \'fileno\'</code>', ""Apparently a cStringIO.StringIO object doesn't quack close enough to a file duck to suit subprocess.Popen."", 'How do I work around this?']","['python', 'subprocess', 'stdin']","[163556, 163870, 165662, 2337077]"
4185814,3,Fixed Table Cell Width,"['Fixed Table Cell Width', 'A lot of people still use tables to layout controls, data etc.', '- one example of this is the popular jqGrid.', 'However, there is some magic happening that I cant seem to fathom (its tables for crying out loud, how much magic could there possibly be?)', ""How is it possible to set a table's column width and have it obeyed like jqGrid does!?"", ""If I try to replicate this, even if I set every <code>&lt;td style='width: 20px'&gt;</code>, as soon as the content of one of those cells is greater than 20px, the cell expands!"", 'Any ideas or insights?']","['html', 'css', 'layout', 'html-table']",[4185874]
722651,3,How do I pass multiple parameters in Objective-C?,"['How do I pass multiple parameters in Objective-C?', ""I have read several of the post about Objective-C method syntax but I guess I don't understand multiple names for a method."", ""I'm trying to create a method called <code>getBusStops</code> with <code>NSString</code> and <code>NSTimeInterval</code> parameters and a return type of <code>NSMutableArray</code>."", 'This is how I have constructed the method but it obviously gets errors at runtime:', '<code>- (NSMutableArray *)getBusStops:(NSString *)busStop                                (NSTimeInterval *)timeInterval;</code>', 'I saw another example with a method:', '<code>-(NSInteger)pickerView:(UIPickerView *)pickerView            numberOfRowsInComponent:(NSInteger)component</code>', ""I don't understand why this method has a method name for each parameter."", 'Should I do the same with something like:', '<code>- (NSMutableArray *)getBusStops:(NSString *)busStop                        forTime:(NSTimeInterval *)timeInterval</code>']","['objective-c', 'syntax', 'parameters', 'methods']","[722687, 722716, 722744, 722830]"
2825950,3,"Sending email with attachments from C#, attachments arrive as Part 1.2 in Thunderbird","['Sending email with attachments from C#, attachments arrive as Part 1.2 in Thunderbird', 'I have a C# application which emails out Excel spreadsheet reports via an Exchange 2007 server using SMTP.', 'These arrive fine for Outlook users, but for Thunderbird and Blackberry users the attachments have been renamed as ""Part 1.2"".', ""I found this article which describes the problem, but doesn't seem to give me a workaround."", ""I don't have control of the Exchange server so can't make changes there."", 'Is there anything I can do on the C# end?', 'I have tried using short filenames and HTML encoding for the body but neither made a difference.', 'My mail sending code is simply this:', '<code>public static void SendMail(string recipient, string subject, string body, string attachmentFilename){    SmtpClient smtpClient = new SmtpClient();    NetworkCredential basicCredential = new NetworkCredential(MailConst.Username, MailConst.Password);    MailMessage message = new MailMessage();    MailAddress fromAddress = new MailAddress(MailConst.Username);    // setup up the host, increase the timeout to 5 minutes    smtpClient.Host = MailConst.SmtpServer;    smtpClient.UseDefaultCredentials = false;    smtpClient.Credentials = basicCredential;    smtpClient.Timeout = (60 * 5 * 1000);    message.From = fromAddress;    message.Subject = subject;    message.IsBodyHtml = false;    message.Body = body;    message.To.Add(recipient);    if (attachmentFilename != null)        message.Attachments.Add(new Attachment(attachmentFilename));    smtpClient.Send(message);}</code>', 'Thanks for any help.']","['c#', 'email', 'smtp', 'attachment']",[2828438]
